Move,Link,Pokemon
Low Kick,/attackdex-sm/lowkick.shtml,"['Mankey', 'Primeape', 'Poliwag', 'Poliwhirl', 'Machop', 'Machoke', 'Machamp', 'Electabuzz', 'Magmar', 'Sudowoodo', 'Elekid', 'Bonsly', 'Electivire', 'Watchog', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Scraggy', 'Scrafty', 'Pheromosa', 'Ponyta', 'Rapidash', 'Torchic', 'Combusken', 'Blaziken', 'Cacnea', 'Cacturne', 'Buneary', 'Lopunny', 'Riolu', 'Lucario', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Mienfoo', 'Mienshao', 'Golduck', 'Drowzee', 'Hypno', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Kangaskhan', 'Kabutops', 'Mewtwo', 'Mew', 'Typhlosion', 'Totodile', 'Croconaw', 'Feraligatr', 'Aipom', 'Snubbull', 'Granbull', 'Heracross', 'Sneasel', 'Ursaring', 'Tyrogue', 'Hitmontop', 'Tyranitar', 'Treecko', 'Grovyle', 'Sceptile', 'Mudkip', 'Marshtomp', 'Swampert', 'Nuzleaf', 'Shiftry', 'Vigoroth', 'Slaking', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Sableye', 'Aggron', 'Meditite', 'Medicham', 'Spinda', 'Zangoose', 'Armaldo', 'Kecleon', 'Deoxys', 'Chimchar', 'Monferno', 'Infernape', 'Floatzel', 'Ambipom', 'Croagunk', 'Toxicroak', 'Weavile', 'Magmortar', 'Gallade', 'Pignite', 'Emboar', 'Patrat', 'Blitzle', 'Zebstrika', 'Audino', 'Seismitoad', 'Throh', 'Sawk', 'Krokorok', 'Krookodile', 'Carracosta', 'Zoroark', 'Fraxure', 'Haxorus', 'Cubchoo', 'Beartic', 'Golett', 'Golurk', 'Pawniard', 'Bisharp', 'Heatmor', 'Keldeo', 'Meloetta', 'Chespin', 'Quilladin', 'Chesnaught', 'Braixen', 'Delphox', 'Frogadier', 'Greninja', 'Diggersby', 'Pancham', 'Pangoro', 'Barbaracle', 'Heliolisk', 'Hawlucha', 'Incineroar', 'Mudbray', 'Mudsdale', 'Bewear', 'Tsareena', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Marshadow', 'Zeraora']"
Low Sweep,/attackdex-sm/lowsweep.shtml,"['Machop', 'Machoke', 'Machamp', 'Sawk', 'Pangoro', 'Golduck', 'Mankey', 'Primeape', 'Poliwrath', 'Drowzee', 'Hypno', 'Hitmonlee', 'Hitmonchan', 'Electabuzz', 'Magmar', 'Mewtwo', 'Mew', 'Aipom', 'Sneasel', 'Tyrogue', 'Hitmontop', 'Grovyle', 'Sceptile', 'Combusken', 'Blaziken', 'Nuzleaf', 'Shiftry', 'Breloom', 'Vigoroth', 'Slaking', 'Makuhita', 'Hariyama', 'Sableye', 'Meditite', 'Medicham', 'Deoxys', 'Chimchar', 'Monferno', 'Infernape', 'Ambipom', 'Lopunny', 'Riolu', 'Lucario', 'Croagunk', 'Toxicroak', 'Weavile', 'Electivire', 'Magmortar', 'Gallade', 'Pignite', 'Emboar', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Throh', 'Krokorok', 'Krookodile', 'Scraggy', 'Scrafty', 'Zoroark', 'Gothitelle', 'Mienfoo', 'Mienshao', 'Golett', 'Golurk', 'Pawniard', 'Bisharp', 'Meloetta', 'Chespin', 'Quilladin', 'Chesnaught', 'Pancham', 'Helioptile', 'Heliolisk', 'Hawlucha', 'Decidueye', 'Incineroar', 'Mudbray', 'Mudsdale', 'Lurantis', 'Stufful', 'Bewear', 'Steenee', 'Tsareena', 'Passimian', 'Komala', 'Buzzwole', 'Pheromosa', 'Marshadow', 'Zeraora']"
Lucky Chant,/attackdex-sm/luckychant.shtml,"['Clefairy', 'Oddish', 'Gloom', 'Natu', 'Xatu', 'Corsola', 'Smoochum', 'Ralts', 'Kirlia', 'Luvdisc', 'Jirachi', 'Cherubi', 'Cherrim', 'Mismagius', 'Mesprit', 'Munna', 'Musharna', 'Fennekin', 'Braixen', 'Delphox', 'Flabébé', 'Floette', 'Florges', 'Magearna', 'Pikachu', 'Raichu', 'Exeggcute', 'Exeggutor', 'Pichu', 'Togepi', 'Togetic', 'Plusle', 'Minun', 'Spoink', 'Grumpig', 'Castform', 'Togekiss', 'Pidove', 'Tranquill', 'Unfezant', 'Audino', 'Ducklett', 'Swanna', 'Comfey']"
Lunar Dance,/attackdex-sm/lunardance.shtml,['Cresselia']
Lunge,/attackdex-sm/lunge.shtml,"['Mothim', 'Dewpider', 'Araquanid', 'Buzzwole', 'Pheromosa', 'Spinarak', 'Ariados', 'Surskit', 'Masquerain', 'Volbeat', 'Joltik', 'Galvantula']"
Luster Purge,/attackdex-sm/lusterpurge.shtml,['Latios']
Mach Punch,/attackdex-sm/machpunch.shtml,"['Hitmonchan', 'Ledyba', 'Ledian', 'Breloom', 'Monferno', 'Infernape', 'Hitmonlee', 'Magmar', 'Tyrogue', 'Hitmontop', 'Magby', 'Magmortar', 'Timburr', 'Gurdurr', 'Conkeldurr']"
Magic Coat,/attackdex-sm/magiccoat.shtml,"['Porygon', 'Porygon2', 'Spoink', 'Grumpig', 'Lopunny', 'Porygon-Z', 'Hoopa', 'Lunala', 'Blacephalon', 'Girafarig', 'Dunsparce', 'Kecleon', 'Absol', 'Munna', 'Musharna', 'Fennekin', 'Braixen', 'Delphox', 'Raichu', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Abra', 'Kadabra', 'Alakazam', 'Tentacool', 'Tentacruel', 'Slowpoke', 'Slowbro', 'Magnemite', 'Magneton', 'Drowzee', 'Hypno', 'Voltorb', 'Electrode', 'Staryu', 'Starmie', 'Mr. Mime', 'Jynx', 'Mewtwo', 'Mew', 'Chikorita', 'Bayleef', 'Meganium', 'Hoothoot', 'Noctowl', 'Cleffa', 'Igglybuff', 'Togepi', 'Togetic', 'Natu', 'Xatu', 'Espeon', 'Slowking', 'Misdreavus', 'Corsola', 'Smoochum', 'Celebi', 'Ralts', 'Kirlia', 'Gardevoir', 'Nosepass', 'Sableye', 'Meditite', 'Medicham', 'Lunatone', 'Solrock', 'Baltoy', 'Claydol', 'Milotic', 'Shuppet', 'Banette', 'Chimecho', 'Latias', 'Latios', 'Jirachi', 'Deoxys', 'Bastiodon', 'Drifloon', 'Drifblim', 'Buneary', 'Mismagius', 'Chingling', 'Mime Jr.', 'Magnezone', 'Togekiss', 'Gallade', 'Probopass', 'Uxie', 'Mesprit', 'Azelf', 'Cresselia', 'Arceus', 'Victini', 'Woobat', 'Swoobat', 'Audino', 'Sewaddle', 'Swadloon', 'Leavanny', 'Sigilyph', 'Yamask', 'Cofagrigus', 'Gothita', 'Gothorita', 'Gothitelle', 'Solosis', 'Duosion', 'Reuniclus', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Frillish', 'Jellicent', 'Alomomola', 'Klink', 'Klang', 'Klinklang', 'Elgyem', 'Beheeyem', 'Cryogonal', 'Golett', 'Golurk', 'Meloetta', 'Genesect', 'Flabébé', 'Floette', 'Florges', 'Espurr', 'Meowstic', 'Spritzee', 'Aromatisse', 'Swirlix', 'Slurpuff', 'Sylveon', 'Carbink', 'Klefki', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Primarina', 'Mareanie', 'Toxapex', 'Dewpider', 'Araquanid', 'Morelull', 'Shiinotic', 'Comfey', 'Oranguru', 'Type: Null', 'Silvally', 'Bruxish', 'Tapu Lele', 'Tapu Fini', 'Nihilego', 'Xurkitree', 'Stakataka']"
Magic Room,/attackdex-sm/magicroom.shtml,"['Lunatone', 'Gothita', 'Gothorita', 'Gothitelle', 'Fennekin', 'Braixen', 'Delphox', 'Klefki', 'Mr. Mime', 'Mime Jr.', 'Raichu', 'Wigglytuff', 'Abra', 'Kadabra', 'Alakazam', 'Drowzee', 'Hypno', 'Jynx', 'Mewtwo', 'Mew', 'Natu', 'Xatu', 'Espeon', 'Misdreavus', 'Stantler', 'Smoochum', 'Celebi', 'Ralts', 'Kirlia', 'Gardevoir', 'Shuppet', 'Banette', 'Latias', 'Jirachi', 'Mismagius', 'Gallade', 'Uxie', 'Mesprit', 'Azelf', 'Cresselia', 'Sigilyph', 'Meloetta', 'Espurr', 'Meowstic', 'Hoopa', 'Cutiefly', 'Ribombee', 'Dewpider', 'Araquanid', 'Morelull', 'Shiinotic', 'Oranguru', 'Mimikyu', 'Bruxish', 'Tapu Lele', 'Tapu Fini', 'Lunala', 'Stakataka']"
Magical Leaf,/attackdex-sm/magicalleaf.shtml,"['Mr. Mime', 'Chikorita', 'Bayleef', 'Meganium', 'Cleffa', 'Togetic', 'Bellossom', 'Celebi', 'Ralts', 'Kirlia', 'Gardevoir', 'Roselia', 'Tropius', 'Roserade', 'Cherubi', 'Cherrim', 'Mismagius', 'Leafeon', 'Shaymin', 'Petilil', 'Virizion', 'Flabébé', 'Floette', 'Florges', 'Meowstic', 'Bounsweet', 'Steenee', 'Tsareena', 'Comfey', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Treecko', 'Grovyle', 'Sceptile', 'Cacnea', 'Cacturne', 'Carnivine', 'Snover', 'Abomasnow', 'Snivy', 'Servine', 'Serperior', 'Pansage', 'Simisage']"
Magma Storm,/attackdex-sm/magmastorm.shtml,['Heatran']
Magnet Bomb,/attackdex-sm/magnetbomb.shtml,"['Magnemite', 'Magneton', 'Magnezone', 'Probopass', 'Genesect']"
Magnet Rise,/attackdex-sm/magnetrise.shtml,"['Magnemite', 'Magneton', 'Voltorb', 'Electrode', 'Porygon', 'Forretress', 'Porygon2', 'Metang', 'Metagross', 'Magnezone', 'Porygon-Z', 'Probopass', 'Genesect', 'Togedemaru', 'Geodude', 'Graveler', 'Golem', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Larvesta', 'Volcarona', 'Amaura', 'Aurorus', 'Pikachu', 'Raichu', 'Electabuzz', 'Jolteon', 'Mew', 'Pichu', 'Mareep', 'Flaaffy', 'Ampharos', 'Steelix', 'Elekid', 'Raikou', 'Nosepass', 'Mawile', 'Aron', 'Lairon', 'Aggron', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Registeel', 'Shinx', 'Luxio', 'Luxray', 'Shieldon', 'Bastiodon', 'Pachirisu', 'Riolu', 'Lucario', 'Electivire', 'Dialga', 'Blitzle', 'Zebstrika', 'Excadrill', 'Joltik', 'Galvantula', 'Ferroseed', 'Ferrothorn', 'Klink', 'Klang', 'Klinklang', 'Tynamo', 'Eelektrik', 'Eelektross', 'Stunfisk', 'Pawniard', 'Bisharp', 'Cobalion', 'Zekrom', 'Honedge', 'Doublade', 'Aegislash', 'Helioptile', 'Heliolisk', 'Dedenne', 'Carbink', 'Klefki', 'Diancie', 'Grubbin', 'Charjabug', 'Vikavolt', 'Minior', 'Xurkitree', 'Celesteela', 'Guzzlord', 'Necrozma', 'Magearna', 'Stakataka']"
Magnetic Flux,/attackdex-sm/magneticflux.shtml,"['Electrode', 'Zapdos', 'Ampharos', 'Magnezone', 'Probopass', 'Klinklang']"
Magnitude,/attackdex-sm/magnitude.shtml,"['Sandshrew', 'Sandslash', 'Diglett', 'Dugtrio', 'Geodude', 'Graveler', 'Golem', 'Donphan', 'Numel', 'Camerupt', 'Barboach', 'Whiscash', 'Golett', 'Golurk', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Nosepass', 'Relicanth', 'Lickilicky', 'Rhyperior', 'Probopass', 'Tepig', 'Pignite', 'Emboar', 'Roggenrola', 'Boldore', 'Gigalith', 'Mudbray', 'Mudsdale']"
Malicious Moonsault,/attackdex-sm/maliciousmoonsault.shtml,['Incineroar']
Mat Block,/attackdex-sm/matblock.shtml,"['Throh', 'Greninja']"
Me First,/attackdex-sm/mefirst.shtml,"['Golduck', 'Lickitung', 'Mewtwo', 'Mew', 'Sentret', 'Furret', 'Natu', 'Xatu', 'Stantler', 'Absol', 'Lucario', 'Lickilicky', 'Accelgor', 'Fletchling', 'Fletchinder', 'Talonflame', 'Meowstic', 'Pheromosa', 'Rattata', 'Raticate', 'Slowpoke', 'Slowbro', 'Pinsir', 'Slowking', 'Misdreavus', 'Poochyena', 'Mightyena', 'Buizel', 'Floatzel', 'Mismagius', 'Croagunk', 'Toxicroak', 'Blitzle', 'Zebstrika', 'Sewaddle', 'Swadloon', 'Leavanny', 'Sandile', 'Krokorok', 'Krookodile', 'Ducklett', 'Swanna', 'Stunfisk', 'Mienfoo', 'Mienshao', 'Pancham', 'Pangoro', 'Hawlucha']"
Mean Look,/attackdex-sm/meanlook.shtml,"['Zubat', 'Golbat', 'Gastly', 'Haunter', 'Gengar', 'Jynx', 'Crobat', 'Umbreon', 'Murkrow', 'Misdreavus', 'Smoochum', 'Sableye', 'Duskull', 'Dusclops', 'Dusknoir', 'Patrat', 'Watchog', 'Yamask', 'Cofagrigus', 'Meowstic', 'Tapu Koko', 'Tapu Lele', 'Tapu Bulu', 'Tapu Fini', 'Grimer', 'Muk', 'Hoothoot', 'Noctowl', 'Girafarig', 'Ralts', 'Kirlia', 'Gardevoir', 'Absol', 'Gallade', 'Snivy', 'Servine', 'Serperior', 'Sandile', 'Krokorok', 'Krookodile', 'Gothita', 'Gothorita', 'Gothitelle', 'Pawniard', 'Bisharp', 'Vullaby', 'Mandibuzz']"
Meditate,/attackdex-sm/meditate.shtml,"['Drowzee', 'Hypno', 'Hitmonlee', 'Mr. Mime', 'Meditite', 'Medicham', 'Mime Jr.', 'Mienfoo', 'Mienshao', 'Mankey', 'Primeape', 'Machop', 'Machoke', 'Machamp', 'Jynx', 'Electabuzz', 'Smoochum', 'Elekid', 'Croagunk', 'Toxicroak', 'Electivire']"
Mega Drain,/attackdex-sm/megadrain.shtml,"['Oddish', 'Gloom', 'Vileplume', 'Tangela', 'Kabuto', 'Kabutops', 'Bellossom', 'Hoppip', 'Skiploom', 'Jumpluff', 'Sunkern', 'Sunflora', 'Treecko', 'Grovyle', 'Sceptile', 'Beautifly', 'Lotad', 'Ludicolo', 'Shroomish', 'Breloom', 'Roselia', 'Turtwig', 'Grotle', 'Torterra', 'Budew', 'Roserade', 'Tangrowth', 'Snivy', 'Servine', 'Serperior', 'Cottonee', 'Whimsicott', 'Petilil', 'Lilligant', 'Maractus', 'Foongus', 'Amoonguss', 'Shelmet', 'Accelgor', 'Morelull', 'Shiinotic', 'Sandygast', 'Palossand', 'Dhelmise', 'Celesteela', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Butterfree', 'Beedrill', 'Ekans', 'Arbok', 'Zubat', 'Golbat', 'Paras', 'Parasect', 'Venonat', 'Venomoth', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Tentacool', 'Tentacruel', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Exeggcute', 'Exeggutor', 'Mew', 'Lileep', 'Cradily']"
Mega Kick,/attackdex-sm/megakick.shtml,"['Hitmonlee', 'Mudbray', 'Mudsdale', 'Stufful', 'Bewear']"
Mega Punch,/attackdex-sm/megapunch.shtml,"['Golem', 'Hitmonchan', 'Kangaskhan', 'Mew', 'Golett', 'Golurk', 'Buzzwole', 'Melmetal', 'Geodude', 'Graveler', 'Magmar', 'Magby', 'Magmortar']"
Megahorn,/attackdex-sm/megahorn.shtml,"['Nidoking', 'Rapidash', 'Rhyhorn', 'Rhydon', 'Goldeen', 'Seaking', 'Heracross', 'Rhyperior', 'Samurott', 'Scolipede', 'Sawsbuck', 'Bouffalant', 'Xerneas', 'Tapu Bulu', 'Seel', 'Dewgong', 'Lapras', 'Mew', 'Spinarak', 'Ariados', 'Stantler', 'Absol', 'Karrablast', 'Escavalier']"
Memento,/attackdex-sm/memento.shtml,"['Grimer', 'Muk', 'Koffing', 'Weezing', 'Hoppip', 'Skiploom', 'Jumpluff', 'Latios', 'Stunky', 'Skuntank', 'Spiritomb', 'Uxie', 'Litwick', 'Lampent', 'Pyukumuku', 'Diglett', 'Dugtrio', 'Misdreavus', 'Slugma', 'Magcargo', 'Ralts', 'Kirlia', 'Gardevoir', 'Duskull', 'Dusclops', 'Shellos', 'Gastrodon', 'Drifloon', 'Drifblim', 'Mismagius', 'Gallade', 'Dusknoir', 'Cottonee', 'Whimsicott', 'Yamask', 'Cofagrigus', 'Zorua', 'Zoroark']"
Menacing Moonraze Maelstrom,/attackdex-sm/menacingmoonrazemaelstrom.shtml,"['Lunala', 'Necrozma']"
Metal Burst,/attackdex-sm/metalburst.shtml,"['Sandslash', 'Aron', 'Lairon', 'Aggron', 'Shieldon', 'Bastiodon', 'Wormadam', 'Dialga', 'Bisharp', 'Cobalion', 'Solgaleo', 'Rhyhorn', 'Rhydon', 'Sableye', 'Mawile', 'Rhyperior']"
Metal Claw,/attackdex-sm/metalclaw.shtml,"['Sandshrew', 'Sandslash', 'Diglett', 'Dugtrio', 'Krabby', 'Kingler', 'Scizor', 'Sneasel', 'Skarmory', 'Nincada', 'Aron', 'Lairon', 'Aggron', 'Anorith', 'Armaldo', 'Metang', 'Metagross', 'Registeel', 'Prinplup', 'Empoleon', 'Lucario', 'Weavile', 'Dialga', 'Drilbur', 'Excadrill', 'Ferroseed', 'Ferrothorn', 'Pawniard', 'Bisharp', 'Durant', 'Cobalion', 'Genesect', 'Solgaleo', 'Necrozma', 'Charmander', 'Charmeleon', 'Charizard', 'Paras', 'Parasect', 'Totodile', 'Croconaw', 'Feraligatr', 'Gligar', 'Teddiursa', 'Ursaring', 'Zangoose', 'Corphish', 'Crawdaunt', 'Gible', 'Gabite', 'Garchomp', 'Gliscor', 'Druddigon', 'Wimpod', 'Golisopod']"
Metal Sound,/attackdex-sm/metalsound.shtml,"['Magnemite', 'Magneton', 'Kabuto', 'Kabutops', 'Skarmory', 'Aron', 'Lairon', 'Aggron', 'Shieldon', 'Bastiodon', 'Wormadam', 'Bronzor', 'Bronzong', 'Lucario', 'Magnezone', 'Heatran', 'Klink', 'Klang', 'Klinklang', 'Pawniard', 'Bisharp', 'Durant', 'Genesect', 'Honedge', 'Doublade', 'Klefki', 'Type: Null', 'Silvally', 'Dhelmise', 'Solgaleo', 'Celesteela', 'Diglett', 'Dugtrio', 'Drilbur', 'Excadrill', 'Aegislash']"
Meteor Mash,/attackdex-sm/meteormash.shtml,"['Clefairy', 'Metang', 'Metagross', 'Riolu', 'Lucario']"
Metronome,/attackdex-sm/metronome.shtml,"['Clefairy', 'Clefable', 'Mew', 'Togepi', 'Togetic', 'Munchlax', 'Chansey', 'Cleffa', 'Snubbull', 'Granbull', 'Blissey', 'Happiny']"
Milk Drink,/attackdex-sm/milkdrink.shtml,"['Miltank', 'Skiddo', 'Gogoat']"
Mimic,/attackdex-sm/mimic.shtml,"['Jigglypuff', 'Mr. Mime', 'Mew', 'Sudowoodo', 'Bonsly', 'Mime Jr.', 'Chatot', 'Mimikyu', 'Clefairy', 'Clefable', 'Cleffa', 'Snubbull', 'Granbull', 'Furfrou']"
Mind Blown,/attackdex-sm/mindblown.shtml,['Blacephalon']
Mind Reader,/attackdex-sm/mindreader.shtml,"['Poliwrath', 'Hitmonlee', 'Articuno', 'Breloom', 'Nincada', 'Ninjask', 'Shedinja', 'Meditite', 'Medicham', 'Magearna', 'Poliwag', 'Poliwhirl', 'Hitmonchan', 'Politoed', 'Tyrogue', 'Hitmontop', 'Surskit', 'Masquerain', 'Roselia', 'Budew', 'Roserade', 'Riolu', 'Lucario', 'Sewaddle', 'Swadloon', 'Leavanny', 'Shelmet', 'Accelgor', 'Froakie', 'Frogadier', 'Greninja']"
Minimize,/attackdex-sm/minimize.shtml,"['Clefairy', 'Clefable', 'Wigglytuff', 'Grimer', 'Muk', 'Chansey', 'Staryu', 'Qwilfish', 'Blissey', 'Drifloon', 'Drifblim', 'Litwick', 'Lampent']"
Miracle Eye,/attackdex-sm/miracleeye.shtml,"['Kadabra', 'Alakazam', 'Mewtwo', 'Natu', 'Xatu', 'Metang', 'Metagross', 'Sigilyph', 'Elgyem', 'Beheeyem', 'Meowstic', 'Jynx', 'Smoochum', 'Gothita', 'Gothorita', 'Gothitelle']"
Mirror Coat,/attackdex-sm/mirrorcoat.shtml,"['Sandshrew', 'Tentacruel', 'Voltorb', 'Electrode', 'Articuno', 'Wobbuffet', 'Corsola', 'Suicune', 'Wynaut', 'Deoxys', 'Lopunny', 'Magnezone', 'Glaceon', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Dewpider', 'Araquanid', 'Nihilego', 'Squirtle', 'Wartortle', 'Blastoise', 'Tentacool', 'Girafarig', 'Mantine', 'Mudkip', 'Marshtomp', 'Swampert', 'Spoink', 'Grumpig', 'Lileep', 'Cradily', 'Feebas', 'Milotic', 'Shellos', 'Gastrodon', 'Mantyke', 'Snivy', 'Servine', 'Serperior', 'Gothita', 'Gothorita', 'Gothitelle', 'Alomomola', 'Amaura', 'Aurorus', 'Bergmite', 'Avalugg']"
Mirror Move,/attackdex-sm/mirrormove.shtml,"['Pidgey', 'Pidgeotto', 'Pidgeot', 'Spearow', 'Fearow', ""Farfetch'd"", 'Dodrio', 'Torchic', 'Combusken', 'Swablu', 'Chatot', 'Sigilyph', 'Vullaby', 'Mandibuzz', 'Oricorio', 'Tapu Koko', 'Doduo', 'Hoothoot', 'Noctowl', 'Togepi', 'Togetic', 'Murkrow', 'Taillow', 'Swellow', 'Starly', 'Staravia', 'Staraptor', 'Honchkrow', 'Togekiss', 'Ducklett', 'Swanna', 'Pikipek', 'Trumbeak', 'Toucannon']"
Mirror Shot,/attackdex-sm/mirrorshot.shtml,"['Magnemite', 'Magneton', 'Forretress', 'Wormadam', 'Magnezone', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Ferroseed', 'Ferrothorn', 'Klink', 'Klang', 'Klinklang', 'Klefki', 'Necrozma', 'Magearna']"
Mist,/attackdex-sm/mist.shtml,"['Vulpix', 'Ninetales', 'Poliwrath', 'Lapras', 'Articuno', 'Dragonite', 'Mewtwo', 'Wooper', 'Quagsire', 'Swinub', 'Piloswine', 'Suicune', 'Lotad', 'Wingull', 'Pelipper', 'Surskit', 'Wailmer', 'Wailord', 'Swablu', 'Altaria', 'Piplup', 'Prinplup', 'Empoleon', 'Snover', 'Abomasnow', 'Mamoswine', 'Cresselia', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Cryogonal', 'Amaura', 'Aurorus', 'Volcanion', 'Tapu Fini', 'Squirtle', 'Wartortle', 'Blastoise', 'Poliwag', 'Poliwhirl', 'Dratini', 'Dragonair', 'Chinchou', 'Lanturn', 'Politoed', 'Corsola', 'Feebas', 'Milotic', 'Shellos', 'Gastrodon', 'Tympole', 'Palpitoad', 'Seismitoad', 'Frillish', 'Jellicent', 'Alomomola', 'Bergmite', 'Avalugg', 'Wishiwashi', 'Drampa']"
Mist Ball,/attackdex-sm/mistball.shtml,['Latias']
Misty Terrain,/attackdex-sm/mistyterrain.shtml,"['Mr. Mime', 'Gardevoir', 'Audino', 'Flabébé', 'Floette', 'Florges', 'Meowstic', 'Spritzee', 'Aromatisse', 'Sylveon', 'Xerneas', 'Popplio', 'Brionne', 'Primarina', 'Tapu Fini', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Cleffa', 'Igglybuff', 'Ralts', 'Kirlia', 'Mawile', 'Gallade', 'Cottonee', 'Whimsicott']"
Moonblast,/attackdex-sm/moonblast.shtml,"['Clefairy', 'Oddish', 'Gloom', 'Muk', 'Hoothoot', 'Noctowl', 'Gardevoir', 'Swablu', 'Altaria', 'Lunatone', 'Cresselia', 'Whimsicott', 'Flabébé', 'Floette', 'Florges', 'Spritzee', 'Aromatisse', 'Sylveon', 'Carbink', 'Xerneas', 'Diancie', 'Popplio', 'Brionne', 'Primarina', 'Morelull', 'Shiinotic', 'Tapu Lele', 'Tapu Fini', 'Lunala', 'Vulpix', 'Ninetales', 'Cutiefly', 'Ribombee']"
Moongeist Beam,/attackdex-sm/moongeistbeam.shtml,['Lunala']
Moonlight,/attackdex-sm/moonlight.shtml,"['Clefairy', 'Oddish', 'Gloom', 'Umbreon', 'Dustox', 'Volbeat', 'Illumise', 'Cresselia', 'Munna', 'Noivern', 'Morelull', 'Shiinotic', 'Lunala', 'Necrozma', 'Exeggcute', 'Exeggutor', 'Sableye']"
Morning Sun,/attackdex-sm/morningsun.shtml,"['Espeon', 'Beautifly', 'Cherubi', 'Cherrim', 'Solgaleo', 'Necrozma', 'Venonat', 'Venomoth', 'Growlithe', 'Arcanine', 'Ponyta', 'Rapidash', 'Togepi', 'Togetic', 'Sunkern', 'Sunflora', 'Togekiss', 'Pidove', 'Tranquill', 'Unfezant', 'Larvesta', 'Volcarona']"
Mud Bomb,/attackdex-sm/mudbomb.shtml,"['Ekans', 'Arbok', 'Diglett', 'Dugtrio', 'Poliwag', 'Poliwhirl', 'Grimer', 'Muk', 'Wooper', 'Quagsire', 'Swinub', 'Piloswine', 'Marshtomp', 'Swampert', 'Barboach', 'Whiscash', 'Shellos', 'Gastrodon', 'Croagunk', 'Toxicroak', 'Mamoswine', 'Stunfisk', 'Psyduck', 'Golduck', 'Chansey', 'Blissey', 'Mudkip', 'Skitty', 'Delcatty', 'Numel', 'Camerupt', 'Happiny', 'Tympole', 'Palpitoad', 'Seismitoad', 'Mudbray', 'Mudsdale']"
Mud Shot,/attackdex-sm/mudshot.shtml,"['Poliwag', 'Poliwhirl', 'Krabby', 'Kingler', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Wooper', 'Quagsire', 'Marshtomp', 'Swampert', 'Groudon', 'Tympole', 'Palpitoad', 'Seismitoad', 'Stunfisk', 'Landorus', 'Chespin', 'Quilladin', 'Chesnaught', 'Bunnelby', 'Diggersby', 'Sandshrew', 'Sandslash', 'Poliwrath', 'Shellder', 'Cloyster', 'Goldeen', 'Seaking', 'Politoed', 'Swinub', 'Piloswine', 'Remoraid', 'Octillery', 'Surskit', 'Masquerain', 'Trapinch', 'Vibrava', 'Flygon', 'Barboach', 'Whiscash', 'Relicanth', 'Gible', 'Gabite', 'Garchomp', 'Mamoswine', 'Basculin', 'Bouffalant', 'Grubbin', 'Charjabug', 'Vikavolt']"
Mud Sport,/attackdex-sm/mudsport.shtml,"['Geodude', 'Graveler', 'Golem', 'Onix', 'Krabby', 'Kingler', 'Wooper', 'Quagsire', 'Steelix', 'Swinub', 'Piloswine', 'Mudkip', 'Zigzagoon', 'Linoone', 'Barboach', 'Whiscash', 'Anorith', 'Armaldo', 'Relicanth', 'Shellos', 'Gastrodon', 'Mamoswine', 'Drilbur', 'Excadrill', 'Stunfisk', 'Mudbray', 'Mudsdale', 'Pyukumuku', 'Squirtle', 'Wartortle', 'Blastoise', 'Slowpoke', 'Slowbro', 'Goldeen', 'Seaking', 'Totodile', 'Croconaw', 'Feraligatr', 'Slowking', 'Mantine', 'Stantler', 'Treecko', 'Grovyle', 'Sceptile', 'Corphish', 'Crawdaunt', 'Feebas', 'Milotic', 'Clamperl', 'Huntail', 'Gorebyss', 'Luvdisc', 'Piplup', 'Prinplup', 'Empoleon', 'Bidoof', 'Bibarel', 'Buneary', 'Lopunny', 'Mantyke', 'Panpour', 'Simipour', 'Tympole', 'Palpitoad', 'Seismitoad', 'Trubbish', 'Garbodor', 'Ducklett', 'Swanna', 'Froakie', 'Frogadier', 'Greninja', 'Hawlucha']"
